OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName
42150,RTV35,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Hollins Park Hospital - HQ,Hollins Park House,Hollins Lane,Winwick,Warrington,Cheshire,WA2 8WA,53.42835236,-2.608426332,RTV,5 Boroughs Partnership NHS Foundation Trust
42182,RTX02,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Lancaster Infirmary,Ashton Road,,,Lancaster,Lancashire,LA1 4RP,54.04289246,-2.799006701,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust
42186,RTXBU,Hospital,Hospital,NHS Sector,Visible,TRUE,Furness General Hospital,Dalton Lane,,,Barrow-In-Furness,Cumbria,LA14 4LF,54.13640213,-3.207869291,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust
42187,RTXBW,Hospital,Hospital,NHS Sector,Visible,TRUE,Westmorland General Hospital,,Burton Rd,,Kendal,,LA9 7RG,54.30670929,-2.732536793,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust
42192,RV346,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,The Gordon Hospital,Bloomburg Street,,,London,,SW1V 2RH,51.49215317,-0.13609913,RV3,Central and North West London NHS Foundation Trust
42210,RV502,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Lambeth Hospital,108 Landor Road,108 Landor Road,,London,,SW9 9NU,51.46608353,-0.123052463,RV5,South London and Maudsley NHS Foundation Trust
42211,RV504,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Maudsley Hospital,,Denmark Hill,,London,,SE5 8AZ,51.46873856,-9.14E-02,RV5,South London and Maudsley NHS Foundation Trust
42212,RV505,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Bethlem Royal Hospital,Monks Orchard Road,Monks Orchard Road,,Beckenham  London,,BR3 3BX,51.38092804,-2.97E-02,RV5,South London and Maudsley NHS Foundation Trust
42245,RV904,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Hornsea Cottage Hospital,,Eastgate,,Hornsea,,HU18 1LP,53.91527939,-0.168234333,RV9,Humber NHS Foundation Trust
42248,RV913,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Withernsea Hospital,Queen Street,,,Withernsea,North Humberside,HU19 2QB,53.72852325,3.40E-02,RV9,Humber NHS Foundation Trust
42256,RV933,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Westlands - Inpatient Unit,,Wheeler Street,,Hull,,HU3 5QE,53.74293518,-0.38442573,RV9,Humber NHS Foundation Trust
42257,RV934,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Newbridges - Inpatient Unit,,Birkdale Way,Newbridge Road,Hull,,HU9 2BH,53.74995422,-0.308082014,RV9,Humber NHS Foundation Trust
42259,RV938,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Maister Lodge - Inpatient Unit,,Hauxwell Road,,Hull,,HU8 0RB,53.77280426,-0.28714776,RV9,Humber NHS Foundation Trust
42260,RV941,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Hawthorne Court - Inpatient Unit,,St Mary's Lane,,Beverley,,HU17 7AS,53.84577942,-0.434020907,RV9,Humber NHS Foundation Trust
42262,RV945,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Avondale Assessment Unit and Psychiatric Intensive Care Unit,,Gladstone Street,Anlaby Road,Hull,,HU3 2RT,53.74435806,-0.362185776,RV9,Humber NHS Foundation Trust
42264,RV980,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Andrew's Inpatient Unit,271 St. Georges Road,,,Hull,,HU3 3SW,53.73509979,-0.371566445,RV9,Humber NHS Foundation Trust
42268,RVJ01,Hospital,Hospital,NHS Sector,Visible,TRUE,Southmead Hospital,Southmead Road,Westbury-on-Trym,,Bristol,Avon,BS10 5NB,51.49733734,-2.592934608,RVJ,North Bristol NHS Trust
42271,RVJ05,Hospital,Hospital,NHS Sector,Visible,TRUE,Thornbury Hospital,Outpatients Department,Gloucester Road,Thornbury,Bristol,,BS35 1DN,51.61161041,-2.518777609,RVJ,North Bristol NHS Trust
42279,RVJ20,Hospital,Hospital,NHS Sector,Visible,TRUE,Frenchay Hospital,,Frenchay Park Road,,Bristol,,BS16 1LE,51.49646759,-2.528848886,RVJ,North Bristol NHS Trust
42280,RVJ21,Hospital,Hospital,NHS Sector,Visible,TRUE,Cossham Hospital,,Lodge Road,Kingswood,Bristol,,BS15 1LF,51.46889114,-2.516091347,RVJ,North Bristol NHS Trust
42316,RVN2B,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Martins Hospital (Bath),Midford Road,,,Bath,,BA2 5RP,51.35816574,-2.372578144,RVN,Avon and Wiltshire Mental Health Partnership NHS Trust
42324,RVN3Q,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Blackberry Hill Hospital,Manor Road,Fishponds,,Bristol,,BS16 2EW,51.48315048,-2.538818598,RVN,Avon and Wiltshire Mental Health Partnership NHS Trust
42330,RVN6A,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Green Lane Hospital,Marshall Road,,,Devizes,Wiltshire,SN10 5DS,51.33915329,-1.981274247,RVN,Avon and Wiltshire Mental Health Partnership NHS Trust
42343,RVNEQ,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Callington Road Hospital,Marmalade Lane,Brislington,,Bristol,,BS4 5BJ,51.43154144,-2.557486534,RVN,Avon and Wiltshire Mental Health Partnership NHS Trust
42346,RVR04,Hospital,Hospital,NHS Sector,Visible,TRUE,Nelson Hospital,Kingston Road,,,London,,SW20 8DB,51.41065979,-0.209156677,RVR,Epsom and St Helier University Hospitals NHS Trust
42347,RVR05,Hospital,Hospital,NHS Sector,Visible,TRUE,St Helier Hospital,Wrythe Lane,,,Carshalton,Surrey,SM5 1AA,51.38007355,-0.183177039,RVR,Epsom and St Helier University Hospitals NHS Trust
42348,RVR06,Hospital,Hospital,NHS Sector,Visible,TRUE,Sutton Hospital,Cotswold Road,,,Sutton,Surrey,SM2 5NF,51.34687042,-0.193551436,RVR,Epsom and St Helier University Hospitals NHS Trust
42349,RVR07,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Mary's Hospital For Children,Wrythe Lane,,,Carshalton,Surrey,SM5 1AA,51.38007355,-0.183177039,RVR,Epsom and St Helier University Hospitals NHS Trust
42351,RVR50,Hospital,Hospital,NHS Sector,Visible,TRUE,Epsom Hospital,Dorking Road,,,Epsom,Surrey,KT18 7EG,51.32502747,-0.273393095,RVR,Epsom and St Helier University Hospitals NHS Trust
42362,RVV01,Hospital,Hospital,NHS Sector,Visible,TRUE,William Harvey Hospital (Ashford),Kennington Road,Willesborough,,Ashford,Kent,TN24 0LZ,51.14148712,0.916223049,RVV,East Kent Hospitals University NHS Foundation Trust
42363,RVV02,Hospital,Hospital,NHS Sector,Visible,TRUE,Buckland Hospital,Buckland Hospital,Coombe Valley Road,,Dover,Kent,CT17 0HD,51.13123322,1.290520787,RVV,East Kent Hospitals University NHS Foundation Trust
42364,RVV03,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Victoria Hospital (Folkestone),Royal Victoria Hospital,Radnor Park Avenue,,Folkestone,Kent,CT19 5BN,51.08599472,1.171908617,RVV,East Kent Hospitals University NHS Foundation Trust
42366,RVV09,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Elizabeth The Queen Mother Hospital,Queen Elizabeth The Queen Mother Hospital,St Peters Road,,Margate,Kent,CT9 4AN,51.37805176,1.389398694,RVV,East Kent Hospitals University NHS Foundation Trust
42445,RVVKC,Hospital,Hospital,NHS Sector,Visible,TRUE,Kent and Canterbury Hospital,Kent and Canterbury Hospital,Ethelbert Road,,Canterbury,Kent,CT1 3NG,51.2665863,1.087097526,RVV,East Kent Hospitals University NHS Foundation Trust
42476,RVWAA,Hospital,Hospital,NHS Sector,Visible,TRUE,University Hospital Of Hartlepool,Holdforth Road,,,Hartlepool,Cleveland,TS24 9AH,54.70238113,-1.227992177,RVW,North Tees and Hartlepool NHS Foundation Trust
42477,RVWAE,Hospital,Hospital,NHS Sector,Visible,TRUE,University Hospital Of North Tees,Hardwick Road,,,Stockton-on-Tees,Cleveland,TS19 8PE,54.58293533,-1.34674418,RVW,North Tees and Hartlepool NHS Foundation Trust
42483,RVY01,Hospital,Hospital,NHS Sector,Visible,TRUE,Southport and Formby District General Hospital,,Town Lane,,Southport,Merseyside,PR8 6PN,53.63367081,-2.97841692,RVY,Southport and Ormskirk Hospital NHS Trust
42484,RVY02,Hospital,Hospital,NHS Sector,Visible,TRUE,Ormskirk and District General Hospital,,Wigan Road,,Ormskirk,Lancashire,L39 2AZ,53.56453705,-2.871598005,RVY,Southport and Ormskirk Hospital NHS Trust
42489,RW154,Hospital,Mental Health Hospital,NHS Sector,Visible,FALSE,Moorgreen Hospital,Botley Road,West End,,Southampton,Hampshire,SO30 3JB,50.92783356,-1.325234652,RW1,Southern Health NHS Foundation Trust
42492,RW158,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Gosport War Memorial Hospital,Bury Road,Gosport,,Gosport,Hampshire,PO12 3PW,50.79307175,-1.14806664,RW1,Southern Health NHS Foundation Trust
42508,RW1M5,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Fareham Community Hospital,Brook Lane,Sarisbury Green,Sarisbury,Fareham,Hampshire,SO31 7DQ,50.87100983,-1.275508523,RW1,Southern Health NHS Foundation Trust
42580,RW3DH,Hospital,Hospital,NHS Sector,Visible,TRUE,University Dental Hospital of Manchester,Higher Cambridge Street,,,Manchester,,M15 6FH,53.46538925,-2.236689568,RW3,Central Manchester University Hospitals NHS Foundation Trust
42596,RW3MR,Hospital,Hospital,NHS Sector,Visible,TRUE,Manchester Royal Infirmary,Oxford Road,Oxford Road,,Manchester,,M13 9WL,53.46051407,-2.223935604,RW3,Central Manchester University Hospitals NHS Foundation Trust
42603,RW3RC,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Manchester Children's Hospital,Oxford Road,,,Manchester,,M13 9WL,53.46051407,-2.223935604,RW3,Central Manchester University Hospitals NHS Foundation Trust
42605,RW3RE,Hospital,Hospital,NHS Sector,Visible,TRUE,Manchester Royal Eye Hospital,Manchester Royal Eye Hospital,Oxford Road,,Manchester,,M13 9WL,53.46051407,-2.223935604,RW3,Central Manchester University Hospitals NHS Foundation Trust
42609,RW3T1,Hospital,Hospital,NHS Sector,Visible,TRUE,Altrincham General Hospital,,Market Street,,,,WA14 1PE,53.3865242,-2.352983713,RW3,Central Manchester University Hospitals NHS Foundation Trust
42610,RW3T2,Hospital,Hospital,NHS Sector,Visible,TRUE,Stretford Memorial Hospital,,226 Seymour Grove,,,,M16 0DU,53.45288849,-2.274085522,RW3,Central Manchester University Hospitals NHS Foundation Trust
42613,RW3TR,Hospital,Hospital,NHS Sector,Visible,TRUE,Trafford General Hospital,,Moorside Road,,,,M41 5SL,53.45406342,-2.370665789,RW3,Central Manchester University Hospitals NHS Foundation Trust
42628,RW5EF,Hospital,Mental Health Hospital,NHS Sector,Visible,FALSE,Ribbleton Hospital,Miller Road,Ribbleton,,Preston,Lancashire,PR2 6LS,53.77165604,-2.657579422,RW5,Lancashire Care NHS Foundation Trust
42630,RW5GA,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Parkwood Hospital,East Park Drive,,,Blackpool,Lancashire,FY3 8PW,53.81955719,-3.016435385,RW5,Lancashire Care NHS Foundation Trust
42632,RW5GD,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Lytham Hospital  Older Adults Community Mental Health Hospital,Lytham Hospital,Warton Street,Lytham,Lytham St. Annes,Lancashire,FY8 5EE,53.73837662,-2.947312117,RW5,Lancashire Care NHS Foundation Trust
42636,RW5KD,Hospital,Mental Health Hospital,NHS Sector,Visible,FALSE,Wesham Park Hospital,Public Offices,Derby Road,Wesham,Preston,Lancashire,PR4 3AL,53.789505,-2.881022215,RW5,Lancashire Care NHS Foundation Trust
42637,RW5LA,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Ridge Lea Hospital,Quernmore Road,,,Lancaster,Lancashire,LA1 3JT,54.0484314,-2.779914379,RW5,Lancashire Care NHS Foundation Trust
42638,RW5LC,Hospital,Mental Health Hospital,NHS Sector,Visible,FALSE,Queen Victoria Hospital,Thornton Road,,,Morecambe,Lancashire,LA4 5QG,54.07531738,-2.854282379,RW5,Lancashire Care NHS Foundation Trust
42643,RW601,Hospital,Hospital,NHS Sector,Visible,TRUE,Fairfield General Hospital,Fairfield General Hospital,Rochdale Old Road,,Bury,Lancashire,BL9 7TD,53.60050964,-2.255321264,RW6,Pennine Acute Hospitals NHS Trust
42644,RW602,Hospital,Hospital,NHS Sector,Visible,TRUE,North Manchester General Hospital,Delaunays Road,Crumpsall,,Manchester,Greater Manchester,M8 5RB,53.51788712,-2.229471684,RW6,Pennine Acute Hospitals NHS Trust
42645,RW603,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Oldham Hospital,Rochdale Road,,,Oldham,Lancashire,OL1 2JH,53.55289078,-2.122207642,RW6,Pennine Acute Hospitals NHS Trust
42646,RW604,Hospital,Hospital,NHS Sector,Visible,TRUE,Rochdale Infirmary,Whitehall Street,,,Rochdale,Lancashire,OL12 0NB,53.62428665,-2.160136938,RW6,Pennine Acute Hospitals NHS Trust
42660,RWA01,Hospital,Hospital,NHS Sector,Visible,TRUE,Hull Royal Infirmary,Anlaby Road,,,Hull,,HU3 2JZ,53.74441147,-0.358256102,RWA,Hull and East Yorkshire Hospitals NHS Trust
42661,RWA16,Hospital,Hospital,NHS Sector,Visible,TRUE,Castle Hill Hospital,Castle Road,,,Cottingham,,HU16 5JQ,53.7767334,-0.444969475,RWA,Hull and East Yorkshire Hospitals NHS Trust
42670,RWDDA,Hospital,Hospital,NHS Sector,Visible,TRUE,Lincoln County Hospital,Greetwell Road,,,Lincoln,Lincolnshire,LN2 5QY,53.23238754,-0.518132925,RWD,United Lincolnshire Hospitals NHS Trust
42671,RWDLA,Hospital,Hospital,NHS Sector,Visible,TRUE,Pilgrim Hospital,Sibsey Road,,,Boston,Lincolnshire,PE21 9QS,52.99102402,-9.78E-03,RWD,United Lincolnshire Hospitals NHS Trust
42676,RWDLP,Hospital,Hospital,NHS Sector,Visible,TRUE,Grantham and District Hospital,101 Manthorpe Road,Manthorpe Road,,Grantham,Lincolnshire,NG31 8DG,52.92092896,-0.6418643,RWD,United Lincolnshire Hospitals NHS Trust
42679,RWE10,Hospital,Hospital,NHS Sector,Visible,TRUE,St Mary's Hospital,Leicestershire County and Rutland PCT,Thorpe Road,,Melton Mowbray,Leicestershire,LE13 1SJ,52.76593781,-0.877281189,RWE,University Hospitals Of Leicester NHS Trust
42680,RWEAA,Hospital,Hospital,NHS Sector,Visible,TRUE,Leicester Royal Infirmary,Leicester Royal Infirmary,Infirmary Square,,Leicester,Leicestershire,LE1 5WW,52.62781906,-1.134788156,RWE,University Hospitals Of Leicester NHS Trust
42681,RWEAE,Hospital,Hospital,NHS Sector,Visible,TRUE,Glenfield Hospital,,Groby Road,,Leicester,Leicestershire,LE3 9QP,52.65368271,-1.179291368,RWE,University Hospitals Of Leicester NHS Trust
42682,RWEAK,Hospital,Hospital,NHS Sector,Visible,TRUE,Leicester General Hospital,,Gwendolen Road,,Leicester,Leicestershire,LE5 4PW,52.6300354,-1.082869768,RWE,University Hospitals Of Leicester NHS Trust
42685,RWF02,Hospital,Hospital,NHS Sector,Visible,TRUE,Kent and Sussex Hospital,THIS HOSPITAL HAS CLOSED,PLEASE VISIT THE TUNBRIDGE WELLS HOSPITAL,,PEMBURY,Kent,TN2 4QJ,51.14914703,0.307276249,RWF,Maidstone and Tunbridge Wells NHS Trust
42686,RWF03,Hospital,Hospital,NHS Sector,Visible,TRUE,Maidstone Hospital,Maidstone Hospital,Hermitage Lane,,Maidstone,Kent,ME16 9QQ,51.27366257,0.483988225,RWF,Maidstone and Tunbridge Wells NHS Trust
42710,RWFTW,Hospital,Hospital,NHS Sector,Visible,TRUE,Tunbridge Wells Hospital at Pembury,Tunbridge Wells Hospital,Pembury,,Tunbridge Wells,Kent,TN2 4QJ,51.14914703,0.307276249,RWF,Maidstone and Tunbridge Wells NHS Trust
42713,RWG02,Hospital,Hospital,NHS Sector,Visible,TRUE,Watford General Hospital,Vicarage Road,,,Watford,Hertfordshire,WD18 0HB,51.64905167,-0.404457569,RWG,West Hertfordshire Hospitals NHS Trust
42714,RWG03,Hospital,Hospital,NHS Sector,Visible,TRUE,St Albans City Hospital,Waverley Road,,,St. Albans,Hertfordshire,AL3 5PN,51.75979996,-0.344349921,RWG,West Hertfordshire Hospitals NHS Trust
42715,RWG05,Hospital,Hospital,NHS Sector,Visible,TRUE,Harpenden Memorial Hospital,,Carlton Road,,Harpenden,,AL5 4TA,51.81905365,-0.352944642,RWG,West Hertfordshire Hospitals NHS Trust
42716,RWG08,Hospital,Hospital,NHS Sector,Visible,TRUE,Hemel Hempstead Hospital,,Hillfield Road,,Hemel Hempstead,Hertfordshire,HP2 4AD,51.75086594,-0.468585044,RWG,West Hertfordshire Hospitals NHS Trust
42718,RWH01,Hospital,Hospital,NHS Sector,Visible,TRUE,Lister Hospital,Coreys Mill Lane,,,Stevenage,Hertfordshire,SG1 4AB,51.92461014,-0.212711543,RWH,East and North Hertfordshire NHS Trust
42720,RWH20,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Elizabeth I I Hospital,Howlands,Howlands,,Welwyn Garden City,Hertfordshire,AL7 4HQ,51.7829895,-0.185839057,RWH,East and North Hertfordshire NHS Trust
42721,RWH23,Hospital,Hospital,NHS Sector,Visible,TRUE,Hertford County Hospital,,North Road,,Hertford,Hertfordshire,SG14 1LP,51.79650116,-8.87E-02,RWH,East and North Hertfordshire NHS Trust
42725,RWJ09,Hospital,Hospital,NHS Sector,Visible,TRUE,Stepping Hill Hospital,Poplar Grove,Hazel Grove,,Stockport,Cheshire,SK2 7JE,53.38378906,-2.132005215,RWJ,Stockport NHS Foundation Trust
42735,RWK61,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,The Tower Hamlets Centre For Mental Health,Bancroft Road,Mile End,,London,Greater London,E1 4DG,51.52450562,-4.26E-02,RWK,East London NHS Foundation Trust
42737,RWN10,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Rochford Hospital,,Union Lane,,Rochford,Essex,SS4 1RB,51.58316422,0.703817844,RWN,South Essex Partnership University NHS Foundation Trust
42739,RWN50,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Thurrock Community Hospital,,Long Lane,,Grays,Essex,RM16 2PX,51.4960289,0.336323112,RWN,South Essex Partnership University NHS Foundation Trust
42748,RWNM7,Hospital,Hospital,NHS Sector,Visible,TRUE,Weller Wing,,Kempston Road,,,,MK42 9DJ,52.12884903,-0.47171548,RWN,South Essex Partnership University NHS Foundation Trust
42750,RWP01,Hospital,Hospital,NHS Sector,Visible,TRUE,Alexandra Hospital,Woodrow Drive,,,Redditch,Worcestershire,B98 7UB,52.28006744,-1.913621306,RWP,Worcestershire Acute Hospitals NHS Trust
42754,RWP31,Hospital,Hospital,NHS Sector,Visible,TRUE,Kidderminster Hospital & Treatment Centre,Bewdley Road,Bewdley Road,,Kidderminster,Worcestershire,DY11 6RJ,52.3851738,-2.261321783,RWP,Worcestershire Acute Hospitals NHS Trust
42755,RWP50,Hospital,Hospital,NHS Sector,Visible,TRUE,Worcestershire Royal Hospital,Charles Hastings Way,,,Worcester,Worcestershire,WR5 1DD,52.19151688,-2.179341078,RWP,Worcestershire Acute Hospitals NHS Trust
42827,RWV62,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Wonford House Hospital,,Dryden Road,,Exeter,Devon,EX2 5AF,50.7154007,-3.506284475,RWV,Devon Partnership NHS Trust
42833,RWV98,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Franklyn Community Hospital,Franklyn Drive,,,Exeter,Devon,EX2 9HS,50.71242523,-3.549404621,RWV,Devon Partnership NHS Trust
42840,RWWHG,Hospital,Hospital,NHS Sector,Visible,TRUE,Halton General Hospital,,Hospital Way,,Runcorn,Cheshire,WA7 2DA,53.32326126,-2.694576025,RWW,Warrington and Halton Hospitals NHS Foundation Trust
42841,RWWWH,Hospital,Hospital,NHS Sector,Visible,TRUE,Warrington Hospital,Warrington Hospital,Lovely Lane,,Warrington,Cheshire,WA5 1QG,53.39398575,-2.610718012,RWW,Warrington and Halton Hospitals NHS Foundation Trust
42843,RWX51,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Prospect Park Hospital,Honey End Lane,Tilehurst,,Reading,Berkshire,RG30 4EJ,51.44911957,-1.01470542,RWX,Berkshire Healthcare NHS Foundation Trust
42864,RWY01,Hospital,Hospital,NHS Sector,Visible,TRUE,Huddersfield Royal Infirmary,Acre Street,Acre Street,,Huddersfield,West Yorkshire,HD3 3EA,53.65548706,-1.816323161,RWY,Calderdale and Huddersfield NHS Foundation Trust
42865,RWY02,Hospital,Hospital,NHS Sector,Visible,TRUE,Calderdale Royal Hospital,Salterhebble,Salterhebble,,Halifax,West Yorkshire,HX3 0PW,53.70531082,-1.857264757,RWY,Calderdale and Huddersfield NHS Foundation Trust
42880,RX1CC,Hospital,Hospital,NHS Sector,Visible,TRUE,Nottingham University Hospitals NHS Trust - City Campus,Nottingham City Hospital,Hucknall Road,,Nottingham,Nottinghamshire,NG5 1PB,52.9892807,-1.160045147,RX1,Nottingham University Hospitals NHS Trust
42881,RX1RA,Hospital,Hospital,NHS Sector,Visible,TRUE,Nottingham University Hospitals NHS Trust - Queen's Medical Centre Campus,Derby Road,,,Nottingham,Nottinghamshire,NG7 2UH,52.94343948,-1.185784817,RX1,Nottingham University Hospitals NHS Trust
42885,RX205,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Aldrington Day Hospital,35 New Church Road,Aldrington Day Hospital,,Hove,East Sussex,BN3 4AG,50.83014679,-0.184219718,RX2,Sussex Partnership NHS Foundation Trust
42890,RX213,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Mill View Hospital,,Nevill Avenue,,Hove,,BN3 7HY,50.84204102,-0.189752132,RX2,Sussex Partnership NHS Foundation Trust
42891,RX214,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Brunswick Ward,Laburnum Avenue,,,Hove,East Sussex,BN3 7JW,50.84156799,-0.192170978,RX2,Sussex Partnership NHS Foundation Trust
42893,RX224,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Acre Day Hospital,29 Wordsworth Road,Acre Day Hospital,,Worthing,West Sussex,BN11 3NJ,50.80953217,-0.382770181,RX2,Sussex Partnership NHS Foundation Trust
42922,RX2E9,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,The Hellingly Centre,The Drive,,,Hailsham,,BN27 4EP,50.89038467,0.263408214,RX2,Sussex Partnership NHS Foundation Trust
42924,RX2F3,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Amberstone Hospital,Carters Corner,Amberstone Hospital,,Hailsham,East Sussex,BN27 4HU,50.88187027,0.275392622,RX2,Sussex Partnership NHS Foundation Trust
42930,RX2K3,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Anne,,The Ridge,,St. Leonards-on-Sea,,TN37 7PT,50.88761902,0.562030017,RX2,Sussex Partnership NHS Foundation Trust
42941,RX2P0,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Langley Green Hospital,,Martyrs Avenue,,Crawley,,RH11 7EJ,51.13155365,-0.188831151,RX2,Sussex Partnership NHS Foundation Trust
42955,RX3AT,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Auckland Park Hospital  Bishop Auckland,,Westfield Road,,Bishop Auckland,Durham,DL14 6AE,54.65484238,-1.680849195,RX3,Tees  Esk and Wear Valleys NHS Foundation Trust
42962,RX3FL,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Roseberry Park  Middlesbrough,,Marton Road,,Middlesbrough,,TS4 3AF,54.55596542,-1.216317296,RX3,Tees  Esk and Wear Valleys NHS Foundation Trust
42975,RX3LF,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,West Lane Hospital  Middlesbrough,,Acklam Road,,Middlesbrough,,TS5 4EE,54.56148529,-1.258073807,RX3,Tees  Esk and Wear Valleys NHS Foundation Trust
42984,RX3MM,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,West Park Hospital  Darlington,,Edward Pease Way,,Darlington,Durham,DL2 2TS,54.54356766,-1.59113729,RX3,Tees  Esk and Wear Valleys NHS Foundation Trust
42986,RX3NH,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Sandwell Park Hospital  Hartlepool,,Lancaster Road,,Hartlepool,,TS24 8LN,54.69326782,-1.212324739,RX3,Tees  Esk and Wear Valleys NHS Foundation Trust
42990,RX3NX,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Cross Lane Hospital  Scarborough,Cross Lane,,,Scarborough,North Yorkshire,YO12 6DN,54.29606247,-0.424973875,RX3,Tees  Esk and Wear Valleys NHS Foundation Trust
43002,RX464,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Hopewood Park,Ryhope,,,Sunderland,Tyne and Wear,SR2 0NB,54.86148834,-1.375652432,RX4,Northumberland  Tyne and Wear NHS Foundation Trust
43004,RX4CA,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Ferndene,Ferndene,Moor Road,,Prudhoe,Northumberland,NE42 5PB,54.94992065,-1.84095335,RX4,Northumberland  Tyne and Wear NHS Foundation Trust
43005,RX4E2,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Georges Hospital (Morpeth),St Georges Hospital,,,Morpeth,Northumberland,NE61 2NU,55.17847061,-1.683355331,RX4,Northumberland  Tyne and Wear NHS Foundation Trust
43007,RX4E4,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Nicholas Hospital (Newcastle-upon-Tyne),Jubilee Road,Gosforth,,Newcastle Upon Tyne,Tyne and Wear,NE3 3XT,55.00632477,-1.634742975,RX4,Northumberland  Tyne and Wear NHS Foundation Trust
43010,RX4K2,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Monkwearmouth Hospital,,Newcastle Road,,Sunderland,,SR5 1NB,54.92438507,-1.38663137,RX4,Northumberland  Tyne and Wear NHS Foundation Trust
43020,RXA02,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Catherines Hospital,Church Road,,,Birkenhead,Merseyside,CH42 0LQ,53.3800354,-3.026516199,RXA,Cheshire and Wirral Partnership NHS Foundation Trust
43021,RXA19,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Bowmere Hospital,The Countess Of Chester Health Park,Liverpool Road,,Chester,Cheshire,CH2 1BQ,53.21177292,-2.899009943,RXA,Cheshire and Wirral Partnership NHS Foundation Trust
43032,RXC01,Hospital,Hospital,NHS Sector,Visible,TRUE,Conquest Hospital,The Ridge,,,St. Leonards-on-Sea,East Sussex,TN37 7RD,50.88537216,0.567722082,RXC,East Sussex Healthcare NHS Trust
43033,RXC02,Hospital,Hospital,NHS Sector,Visible,TRUE,Eastbourne District General Hospital,Kings Drive,,,Eastbourne,East Sussex,BN21 2UD,50.78696823,0.271121651,RXC,East Sussex Healthcare NHS Trust
43034,RXC03,Hospital,Hospital,NHS Sector,Visible,TRUE,Bexhill Hospital,,Holliers Hill,,Bexhill-on-Sea,Sussex,TN40 2DZ,50.85070419,0.475525349,RXC,East Sussex Healthcare NHS Trust
